Título,Autores,Fecha,URL,Fuente
,"Kanwarpartap Singh Gill;
Avinash Sharma;
Vatsala Anand;
Rupesh Gupta",2023,,IEEE Xplore
,"Liu Lei;
Ren-wang Li",2011,,IEEE Xplore
,"Xiaofei Wang;
Quan Pang",2011,,IEEE Xplore
,"E. Suprun;
R.A. Stewart;
O. Sahin;
K. Panuwatwanich",2016,,IEEE Xplore
,Keshav Pingali,2015,,IEEE Xplore
,Barbara Weber,2014,,IEEE Xplore
,"Mai Saleh;
Osama El-Sharkawy",2020,,IEEE Xplore
,"Hiroshi Hashimoto;
Akinori Sasaki;
Sho Yokota;
Yasuhiro Ohyama;
Chiharu Ishii",2011,,IEEE Xplore
,Steve Russ,2016,,IEEE Xplore
,"Nabilla Rahayu Rusyana;
Faiza Renaldi;
Dea Destiani",2023,,IEEE Xplore
,"El-Sayed M. El-Alfy;
Anas M. N. Orwani",2009,,IEEE Xplore
,Shihao Zhang,2024,,IEEE Xplore
,"A. Sankaran;
K. Sathiyamurthy",2024,,IEEE Xplore
,"Tong Liu;
Xinlei Li;
Jingyuan Han",2021,,IEEE Xplore
,"Ran Sun;
Shu-qing Zhang;
Zhao-fei Wen",2012,,IEEE Xplore
,"Jian-Liang Wang;
Ping Chen",2022,,IEEE Xplore
,"Srihari Bodapati;
A. Akila",2017,,IEEE Xplore
,"Ciprian-Ionut Nutescu;
Mariana Mocanu",2023,,IEEE Xplore
,"Amal Al-Busaidi;
Prakash Kumar;
C. Jayakumari;
Preethy Kurian",2017,,IEEE Xplore
,Ambarka Ali Elghali,2021,,IEEE Xplore
,"Xuelin Zhang;
Tian Zhang;
Xuandong Li",2012,,IEEE Xplore
,Xiaoxue Fu,2022,,IEEE Xplore
,Donald Christiansen,1976,,IEEE Xplore
,No disponible,1987,,IEEE Xplore
,"V. Balara;
K. Machová",2024,,IEEE Xplore
,"Bowen Sun;
Xiaojun Mei;
Yi Du;
Mengqi Gao",2024,,IEEE Xplore
,"Wei Liu;
Mingzhe Li",2009,,IEEE Xplore
,"Liping Shuai;
Bei Guo",2021,,IEEE Xplore
,"Wang Wei Feng;
Sun Yan;
Yang Zhao Hong",2009,,IEEE Xplore
,E.K. Miller,2003,,IEEE Xplore
,"Liu Chuan-an;
Sun Jinhai",2011,,IEEE Xplore
,Johannes Gehrke,2011,,IEEE Xplore
,Kenneth D. Forbus,2019,,IEEE Xplore
,"Dengshi Li;
Bin Yan;
Jun Tao",2012,,IEEE Xplore
,Mailing Meng,2021,,IEEE Xplore
,"Lakshmi G;
Brindha S;
Banu Priya Prathaban;
Rashmi A",2023,,IEEE Xplore
,"Hui Deng;
Ming Liu;
Rui Su;
Xueting Dang",2018,,IEEE Xplore
,"Chengkai Tang;
Chen Wang;
Lingling Zhang;
Bao Tao;
Yi Zhang;
Huajie Lin",2021,,IEEE Xplore
,"Lin Bao;
Piyachat Udomwong",2023,,IEEE Xplore
,Sangita Kansal,2016,,IEEE Xplore
,Clara Otero Pereza,2021,,IEEE Xplore
,Mingwei Li,2022,,IEEE Xplore
,"Yanwen Chen;
Guoxuan Sun;
Lei Ge",2024,,IEEE Xplore
,"Zahra Sadeghi Ziazi;
Hamid Soltanian-Zadeh",2023,,IEEE Xplore
,"Wen-Lin Kuo;
Yu-Ying He;
Chih-Kai Chang",2012,,IEEE Xplore
,"Xin-lin Zhang;
Huai-kou Miao;
Hong-wei Zeng",2009,,IEEE Xplore
,No disponible,2008,,IEEE Xplore
,"Amit Kumar Bansal;
Vipin Gupta;
Harsimran Kaur",2016,,IEEE Xplore
,"Miklós Vincze;
Márta Takács;
Miklós Kozlovszky",2024,,IEEE Xplore
,"W.C. Newsletter;
N.J. Nersessian",2004,,IEEE Xplore
,"Ahmed Saleh;
Ansgar Scherp",2018,,IEEE Xplore
,"Matthew Schmidt;
Kathleen M. Vogel",2020,,IEEE Xplore
,"Kaustuv Kanti Ganguli;
Oscar Gomez;
Leonid Kuzmenko;
Carlos Guedes",2020,,IEEE Xplore
,"P. Couderc;
M. Banatre",2003,,IEEE Xplore
,"Antonio Bucchiarone;
Mirko D’Angelo;
Danilo Pianini;
Giacomo Cabri;
Martina De Sanctis;
Mirko Viroli;
Roberto Casadei;
Simon Dobson",2020,,IEEE Xplore
,"Reza Khosrowabadi;
Michel Heijnen;
Abdul Wahab;
Hiok Chai Quek",2010,,IEEE Xplore
,Leila Takayama,2022,,IEEE Xplore
,"Yuriko Tsuruoka;
Masako Tsuruoka",2009,,IEEE Xplore
,"Buti Sello;
Xiaohui Tao;
Jianming Yong",2019,,IEEE Xplore
,"A. Arita;
K. Hiraki;
T. Kanda;
H. Ishiguro",2005,,IEEE Xplore
,Newton Howard,2019,,IEEE Xplore
,S. Makeig,2002,,IEEE Xplore
,Taisuke Boku,2020,,IEEE Xplore
,Shuming Jia,2017,,IEEE Xplore
,"Ashraful Islam;
Beenish Moalla Chaudhry;
Aminul Islam",2023,,IEEE Xplore
,Tony Low,2010,,IEEE Xplore
,"Luis Gabriel Moreno-Sandoval;
Alexandra Pomares-Quimbaya",2022,,IEEE Xplore
,"Vitor Augusto Menten De Barros;
Henrique Mohallem Paiva;
Victor Takashi Hayashi",2023,,IEEE Xplore
,"Jiali Lin;
Qiaomei Li;
Guangsheng Lin;
Zhihui He;
Dazhi Jiang;
Hao Liu",2022,,IEEE Xplore
,"Pia Bauspieß;
Jascha Kolberg;
Daniel Demmler;
Juliane Krämer;
Christoph Busch",2020,,IEEE Xplore
,"Jeffrey From;
Patrick Perrin;
Daniel O'Neill;
John Yen",2011,,IEEE Xplore
,"Qi Lang;
Shengjing Tian;
Mo Wang;
Jianan Wang",2024,,IEEE Xplore
,"Ishan Shivansh Bangroo;
Ravi Kumar",2023,,IEEE Xplore
,"Kenji Ono;
Jorji Nonaka",2008,,IEEE Xplore
,"Man-Ching Yuen;
Irwin King;
Kwong-Sak Leung",2011,,IEEE Xplore
,"K. Sugiyama;
K. Misue",1991,,IEEE Xplore
,"Muhammad Moid Sandhu;
Sara Khalifa;
Raja Jurdak;
Marius Portmann",2021,,IEEE Xplore
,"Unnat Jain;
Ziyu Zhang;
Alexander Schwing",2017,,IEEE Xplore
,"Tobias Schreck;
Daniel Keim",2013,,IEEE Xplore
,"Lorenzo Ciani;
Giulia Guidi;
Gabriele Patrizi",2019,,IEEE Xplore
,"A. Forte;
M. Guzdial",2004,,IEEE Xplore
,"Amit Zoran;
Roy Shilkrot;
Pragun Goyal;
Pattie Maes;
Joseph A. Paradiso",2014,,IEEE Xplore
,James T. Brady,1986,,IEEE Xplore
,"Ligia Batrinca;
Nadia Mana;
Bruno Lepri;
Nicu Sebe;
Fabio Pianesi",2016,,IEEE Xplore
,"O. Garcia;
J. Favela;
R. Machorro",1999,,IEEE Xplore
,"Marcantonio Catelani;
Lorenzo Ciani;
Diego Galar;
Giulia Guidi;
Serena Matucci;
Gabriele Patrizi",2021,,IEEE Xplore
,"Prashanti Priya Angara;
Ulrike Stege;
Andrew MacLean;
Hausi A. Müller;
Tom Markham",2022,,IEEE Xplore
,"Hannah K. Bako;
Xinyi Liu;
Leilani Battle;
Zhicheng Liu",2023,,IEEE Xplore
,"Baichuan Huang;
Teng Guo;
Abdeslam Boularias;
Jingjin Yu",2022,,IEEE Xplore
,"P.J. Bentley;
T.G.W. Gordon;
J. Kim;
S. Kumar",2001,,IEEE Xplore
,"Aaron Isaksen;
Dan Gopstein;
Julian Togelius;
Andy Nealen",2018,,IEEE Xplore
,L. Virirakis,2003,,IEEE Xplore
,"Sarjoun Doumit;
Ali A. Minai",2015,,IEEE Xplore
,"Stan Nowak;
Bon Adriel Aseniero;
Lyn Bartram;
Tovi Grossman;
George Fitzmaurice;
Justin Matejka",2023,,IEEE Xplore
,"Andy Reed;
Laurence S. Dooley;
Soraya Kouadri Mostefaoui",2023,,IEEE Xplore
,Bill Seaman,2015,,IEEE Xplore
,Yutong Li,2024,,IEEE Xplore
,"Ahren Hart;
Muhammad Zeeshan Shakir",2024,,IEEE Xplore
,"Wanan Cui;
Bin Song;
Chaoyuan Yue;
Jiajun Qin",2006,,IEEE Xplore
,"Asimina Mertzani;
Jeremy Pitt",2024,,IEEE Xplore
,"Ruchi Jakhmola Mani;
Shikha Rani;
Mukund Sharma;
Deepshikha Pande Katare;
Ritu Chauhan",No disponible,,IEEE Xplore
,Rudolf Seising,2008,,IEEE Xplore
,J. C. R. Licklider,1960,,IEEE Xplore
,Longbing Cao,2022,,IEEE Xplore
,Shunryu Colin Garvey,2021,,IEEE Xplore
,"George Kampis;
László Gulyás",2008,,IEEE Xplore
,"Ismael Alvarado-Landeo;
Erick Surichaqui-Montalvo;
Kener Velasquez-Colorado;
Deyby Huamanchahua",2022,,IEEE Xplore
,"Fernanda Beatriz Jordan Rojas Dallaqua;
Álvaro Luiz Fazenda;
Fabio Augusto Faria",2019,,IEEE Xplore
,"Jinfei Ye;
Yang Lu;
Kuokuo Wang;
Qingchun Jiao;
Xuwen Chen;
Lijun Wang",2024,,IEEE Xplore
,"Akifumi Okuno;
Yuya Morishita;
Yoh-Ichi Mototake",2024,,IEEE Xplore
,Jenny Bunn,2016,,IEEE Xplore
,"Arijit Biswas;
Devi Parikh",2013,,IEEE Xplore
,"Victor R. Lee;
Joel R. Drake;
Jeffrey L. Thayne",2016,,IEEE Xplore
,"Ana Oliva-Maza;
Natalia Ayuso-Escuer;
Teresa Coma-Roselló;
Enrique F. Torres-Moreno",2021,,IEEE Xplore
,"Annisa Syafarani Callista;
Oktariani Nurul Pratiwi;
Edi Sutoyo",2021,,IEEE Xplore
,"Qiwei Qiwei-Kong;
Jing Jing-He;
Peizhuang Peizhuang-Wang",2020,,IEEE Xplore
,"Yasuhiro Aoki;
Hunter Goforth;
Rangaprasad Arun Srivatsan;
Simon Lucey",2019,,IEEE Xplore
,"Ernesto Mininno;
Ferrante Neri;
Francesco Cupertino;
David Naso",2011,,IEEE Xplore
,"Mark Harman;
Yue Jia;
Yuanyuan Zhang",2015,,IEEE Xplore
,"R. Choy;
A. Edelman",2005,,IEEE Xplore
,"S.J. Ovaska;
H.F. VanLandingham;
A. Kamiya",2002,,IEEE Xplore
,"Melanie Lipka;
Erik Sippel;
Martin Vossiek",2019,,IEEE Xplore
,"Ying Fan;
Chen Fan;
Xiaofeng He;
Xiaoping Hu;
Wenzhou Zhou;
Xuesong Wu;
Hang Shang",2022,,IEEE Xplore
,"Dimitris Vordonis;
Vassilis Paliouras",2019,,IEEE Xplore
,"T. Aritake;
F. Hara;
H. Kobayashi",1995,,IEEE Xplore
,"Zhiru Zhang;
Yiping Fan;
M. Potkonjak;
J. Cong",2003,,IEEE Xplore
,"Shiva Mehta;
Meenu Khurana;
Ayush Dogra;
Shanmugasundaram Hariharan",2024,,IEEE Xplore
,"Rungroj Maipradit;
Dong Wang;
Patanamon Thongtanunam;
Raula Gaikovina Kula;
Yasutaka Kamei;
Shane McIntosh",2023,,IEEE Xplore
,"Salsabeel Shapsough;
Imran Zualkernan",2019,,IEEE Xplore
,"V Alekhya;
Deepesh Tamrakar;
B Swathi;
Amandeep Nagpal;
Ashwani Kumar;
Noor K. Abed Al-Abadi",2024,,IEEE Xplore
,Fenwick McKelvey,2022,,IEEE Xplore
,"Yash M Dalal;
Supreeth S;
Amuthabala K;
T Y Satheesha;
Asha PN;
Sowmya Somanath",2024,,IEEE Xplore
,Dorien Herremans,2021,,IEEE Xplore
,"Chenkai Zhang;
Daisuke Deguchi;
Yuki Okafuji;
Hiroshi Murase",2023,,IEEE Xplore
,"Janet Adams;
Hani Hagras",2020,,IEEE Xplore
,"Eva Krebs;
Corinna Jaschek;
Julia von Thienen;
Kim-Pascal Borchart;
Christoph Meinel;
Oren Kolodny",2020,,IEEE Xplore
,"Soujanya Poria;
Navonil Majumder;
Rada Mihalcea;
Eduard Hovy",2019,,IEEE Xplore
,"Andrej Miklosik;
Martin Kuchta;
Nina Evans;
Stefan Zak",2019,,IEEE Xplore
,"Arif Hussain;
Chul-Hwan Kim;
Arif Mehdi",2021,,IEEE Xplore
,"Sunil Jacob;
Varun G. Menon;
Fadi Al-Turjman;
Vinoj P. G.;
Leonardo Mostarda",2019,,IEEE Xplore
,"Zaoli Yang;
Jinping Chang",2020,,IEEE Xplore
,"Turki Ali Alghamdi;
Nadeem Javaid",2022,,IEEE Xplore
,"Yinglong Dai;
Guojun Wang",2018,,IEEE Xplore
,"Byeong-Guk Choi;
Eun S. Lee;
Yun-Su Kim",2020,,IEEE Xplore
,"Chenxi Yuan;
Mohsen Moghaddam",2020,,IEEE Xplore
,"Youngki Park;
Youhyun Shin",2021,,IEEE Xplore
,"Essam Alhroob;
Mohammed Falah Mohammed;
Chee Peng Lim;
Hai Tao",2019,,IEEE Xplore
,"Shahid Rahman;
Jamal Uddin;
Habib Ullah Khan;
Hameed Hussain;
Ayaz Ali Khan;
Muhammad Zakarya",2022,,IEEE Xplore
,"Rakesh Kumar;
Meenu Gupta;
Ajith Abraham",2024,,IEEE Xplore
,"Wan Malini Wan Isa;
Nor Azan Mat Zin;
Fadhilah Rosdi;
Hafiz Mohd Sarim;
Tengku Siti Meriam Tengku Wook;
Supyan Husin;
Sufian Jusoh;
Syahrol Khairuddin Lawi@Ali",2020,,IEEE Xplore
,"Ziyue Guo;
Zongyang Zhu;
Yizhi Li;
Shidong Cao;
Hangyue Chen;
Gaoang Wang",2023,,IEEE Xplore
,"Hamideh Ghanadian;
Isar Nejadgholi;
Hussein Al Osman",2024,,IEEE Xplore
,"Haihong E;
Zecheng Zhan;
Meina Song",2020,,IEEE Xplore
,"Amir Hossein Nabizadeh;
Joaquim Jorge;
Sandra Gama;
Daniel Gonçalves",2021,,IEEE Xplore
,"Zongbao Ma;
Mohammad Hossein Nejat;
Hamed Vahdat-Nejad;
Behnam Barzegar;
Saeed Fatehi",2022,,IEEE Xplore
,"José María Luna;
Philippe Fournier-Viger;
Sebastián Ventura",2020,,IEEE Xplore
,"Bukhoree Sahoh;
Kanjana Haruehansapong;
Mallika Kliangkhlao",2022,,IEEE Xplore
,"Mobeen Shahroz;
Muhammad Faheem Mushtaq;
Rizwan Majeed;
Ali Samad;
Zaigham Mushtaq;
Urooj Akram",2022,,IEEE Xplore
,"Meenu Gupta;
Rakesh Kumar;
Ajith Abraham",2024,,IEEE Xplore
,"Uttam Mondal;
Tanmoy Mahapatra;
Qin Xin;
Madhumangal Pal",2023,,IEEE Xplore
,"Omar Mubin;
Fady Alnajjar;
Zouheir Trabelsi;
Luqman Ali;
Medha Mohan Ambali Parambil;
Zhao Zou",2024,,IEEE Xplore
,"Fulai Fang;
Xiaohong Jiang",2024,,IEEE Xplore
,"Konstantinos Psychogyios;
Helen C. Leligou;
Filisia Melissari;
Stavroula Bourou;
Zacharias Anastasakis;
Theodore Zahariadis",2023,,IEEE Xplore
,"Dabin Park;
Geonju Lee;
Seonhyeong Kim;
Taewoong Seo;
Hayoung Oh;
Seog Ju Kim",2024,,IEEE Xplore
,"Marwan Al-Tawil;
Vania Dimitrova;
Dhavalkumar Thakker;
Bilal Abu-Salih",2023,,IEEE Xplore
,Sejun Oh,2025,,IEEE Xplore
,"Cemil Emre Yavas;
Jongyeop Kim;
Lei Chen",2024,,IEEE Xplore
,Qiong Yao,2025,,IEEE Xplore
,"Marco Lippi;
Stefano Mariani;
Matteo Martinelli;
Franco Zambonelli",2025,,IEEE Xplore
,"Yiying Liu;
Young Chun Ko",2023,,IEEE Xplore
,"Wanggong Yang;
Yifei Zhao",2025,,IEEE Xplore
,"Yasir Abdelgadir Mohamed;
Abdul Hakim H. M. Mohamed;
Akbar Khanan;
Mohamed Bashir;
Mousab A. E. Adiel;
Muawia A. Elsadig",2024,,IEEE Xplore
,"Salvatore M. Carta;
Sergio Consoli;
Alessandro Giuliani;
Alessandro Sebastian Podda;
Diego Reforgiato Recupero",2022,,IEEE Xplore
,"Yanran Li;
Qian Zhang",2024,,IEEE Xplore
,"Mumtaz Ali;
Muhammad Arshad;
Ijaz Uddin;
Gauhar Ali;
Muhammad Asim;
Mohammed ELAffendi",2024,,IEEE Xplore
,"Imre Kocsis;
Boglárka Burján-Mosoni;
István Balajti",2025,,IEEE Xplore
,Tian Ye,2024,,IEEE Xplore
,"Ahmad Zainul Fanani;
Arry Maulana Syarif;
Guruh Fajar Shidik;
Aris Marjuni",2024,,IEEE Xplore
,"Rong Jiang;
Xiaofei Mou",2024,,IEEE Xplore
,"David Martín-Moncunill;
Eduardo García Laredo;
Juan Carlos Nieves",2024,,IEEE Xplore
,"Tae-Seok Kim;
Marvin John Ignacio;
Seunghee Yu;
Hulin Jin;
Yong-Guk Kim",2024,,IEEE Xplore
,"Hui Ma;
Nana Li",2024,,IEEE Xplore
,"Koyel Chakraborty;
Siddhartha Bhattacharyya;
Rajib Bag",2020,,IEEE Xplore
,"Yongping Zhang;
Xiwei Xu;
Ang Liu;
Qinghua Lu;
Lida Xu;
Fei Tao",2019,,IEEE Xplore
,"Zhihan Lv;
Liang Qiao;
Qingjun Wang;
Francesco Piccialli",2021,,IEEE Xplore
,L. Hatton,1997,,IEEE Xplore
,"MSR Hitesh;
Vedhosi Vaibhav;
Y.J Abhishek Kalki;
Suraj Harsha Kamtam;
Santoshi Kumari",2019,,IEEE Xplore
,"Jayant Vyas;
Debasis Das;
Santanu Chaudhury",2022,,IEEE Xplore
,"Lin Yu;
Ting Deng;
Wenxiang Zhang;
Zhigang Zeng",2020,,IEEE Xplore
,"Hussein T. Al-Natsheh;
Lucie Martinet;
Fabrice Muhlenbach;
Fabien Rico;
Djamel A. Zighed",2017,,IEEE Xplore
,"Christopher Landauer;
Kirstie L. Bellman",2017,,IEEE Xplore
,"Christopher Landauer;
Kirstie L. Bellman",2016,,IEEE Xplore
,"Mehmet Demir;
Ozgur Turetken;
Alexander Ferworn",2020,,IEEE Xplore
,Ágnes Abuczki,2012,,IEEE Xplore
,"Stefano Bistarelli;
Alessio Mancinelli;
Francesco Santini;
Carlo Taticchi",2022,,IEEE Xplore
,"Hidenori Kimura;
Shingo Shimoda;
Lu Gaohua;
Reiko J. Tanaka",2009,,IEEE Xplore
,"M. Bertalmio;
A.L. Bertozzi;
G. Sapiro",2001,,IEEE Xplore
,"Paul Bogdan;
Radu Marculescu",2011,,IEEE Xplore
,"Corey Brady;
Kai Orton;
David Weintrop;
Gabriella Anton;
Sebastian Rodriguez;
Uri Wilensky",2017,,IEEE Xplore
,"Iván López-Espejo;
Zheng-Hua Tan;
Jesper Jensen",2021,,IEEE Xplore
,"Hideki Oki;
Motoshi Abe;
Jyunichi Miyao;
Takio Kurita",2020,,IEEE Xplore
,"Heike Demarle-Meusel;
Marina Rottenhofer;
Birgit Albaner;
Barbara Sabitzer",2020,,IEEE Xplore
,"Filippos Fotiadis;
Kyriakos G. Vamvoudakis",2023,,IEEE Xplore
,"Paul K. Davis;
David Manheim;
Walter L. Perry;
John Hollywood",2015,,IEEE Xplore
,"Akhlaque Ahmad;
Lyuheng Yuan;
Da Yan;
Guimu Guo;
Jieyang Chen;
Chengcui Zhang",2023,,IEEE Xplore
,"Aggelina Chatziagapi;
Dimitris Sgouropoulos;
Constantinos Karouzos;
Thomas Melistas;
Theodoros Giannakopoulos;
Athanasios Katsamanis;
Shrikanth Narayanan",2022,,IEEE Xplore
,"Yuhang Liu;
Tianhao Li;
Zixuan Wang;
Guiquan Zhu;
Yongqing Zhang;
Quan Zou",2023,,IEEE Xplore
,"Zhongzhi Shi;
Xiaofeng Wang;
Zhiping Shi;
Limin Chen;
Zhuxiao Wang",2010,,IEEE Xplore
,"E. Zeynep Erson;
M Çenk Çavuşoğlu",2010,,IEEE Xplore
,"M. Kireš;
D. Šveda;
Z. Ješková;
S. Lukáč;
M. Ganajová;
A. Lešková;
S. Csachová",2019,,IEEE Xplore
,"Edwin Malagon;
Alexis Rojas",2017,,IEEE Xplore
,S. Saini,1996,,IEEE Xplore
,F.A. Marginean,2003,,IEEE Xplore
,"Arash Raeisi;
Pouria Aghanasiri;
Hamed Etezadi;
Payam Zarafshan;
Mohammad Dehghani",2023,,IEEE Xplore
,"Lauren Milechin;
Javier Lopez-Contreras;
Ferran Alet",2021,,IEEE Xplore
,"Rodrigo Fonseca Silveira;
Maristela Holanda;
Guilherme N. Ramos;
Marcio Victorino;
Dilma Da Silva",2022,,IEEE Xplore
,"Zhiding Zhang;
Zhenwei Zhang",2024,,IEEE Xplore
,"Yangfan Huang;
Long Ling;
Yaodong Liu",2024,,IEEE Xplore
,"Khalil MAAROUF;
Nibras ABO ALZAHAB;
Ghada SAAD",2024,,IEEE Xplore
,"Tao Huang;
Linxia Tang;
Huali Yang;
Xinjia Ou;
Shengze Hu;
Jing Geng;
Junjie Hu",2025,,IEEE Xplore
,"Shaoting Zeng;
Xin Lyu;
Jingfan Kang",2023,,IEEE Xplore
,"Mehdi Fatemi;
Simon Haykin",2014,,IEEE Xplore
,"Alexandra Reyss;
Sergey Balandin",2010,,IEEE Xplore
,"Rahma Bouaziz;
Bernard Coulette",2012,,IEEE Xplore
,"P Y Muhammed Anshad;
S. S. Kumar",2014,,IEEE Xplore
,"S. Velliangiri;
P. Karthikeyan;
Iwin Thanakumar Joseph;
Satish A. P. Kumar",2019,,IEEE Xplore
,"Ritwik Chattaraj;
Srijan Bhattacharya;
Ankur Roy;
Abhra Mazumdar;
Bikash Bepari;
Subhasis Bhaumik",2014,,IEEE Xplore
,"Ben Collingsworth;
Ronaldo Menezes;
Paulo Martins",2009,,IEEE Xplore
,"Guleng Sheri;
David W. Corne",2008,,IEEE Xplore
,"Tan Wang;
Peijun Ye;
Hongqiang Lv;
Weichao Gong;
Hao Lu;
Fei-Yue Wang",2024,,IEEE Xplore
,"Sonali Gupta;
Komal Kumar Bhatia",2013,,IEEE Xplore
,"R. Beigel;
Bin Fu",1997,,IEEE Xplore
,"Imran Razzak;
Saeeda Naz;
Hamid Alinejad-Rokny;
Tu N. Nguyen;
Fahmi Khalifa",2024,,IEEE Xplore
,"Philip Weber;
Behzad Bordbar;
Peter Tin̂o",2013,,IEEE Xplore
,"Nishit A Rathod;
Tanuj Gupta;
Neha V Sharma;
Saurabh Sharma",2021,,IEEE Xplore
,"Thomas F. Stafford;
Bao Q. Duong",2023,,IEEE Xplore
,"Giuseppe Maggiore;
Carlos Santos;
Dino Dini;
Frank Peters;
Hans Bouwknegt;
Pieter Spronck",2013,,IEEE Xplore
,"Praneetha Bose Kollipara;
Lokesh Regalla;
Goldina Ghosh;
Nivedita Kasturi",2019,,IEEE Xplore
,"XingCheng Yi;
Yan Zhang;
Tong Xu;
Xiaoyun Su;
Cong Fu",2021,,IEEE Xplore
,"Christopher P. Diehl;
Jaime Montemayor;
Mike Pekala",2009,,IEEE Xplore
,"Gregg Willcox;
Louis Rosenberg;
Rory Donovan;
Hans Schumann",2019,,IEEE Xplore
,"Jinsheng Gao;
Changle Zhou",2016,,IEEE Xplore
,"Jonathan Mason;
Ronaldo Menezes",2008,,IEEE Xplore
,"Arjan Jeckmans;
Qiang Tang;
Pieter Hartel",2011,,IEEE Xplore
,"János Varga;
Enikő Kahler-Korcsmáros;
Ágnes Csiszárik-Kocsir",2024,,IEEE Xplore
,"Zuriani Mustaffa;
Nur Alia Shahira Mohd Zaidi;
Ferda Ernawan;
Haithm Elhadi;
Muhammad Malik Hakim",2022,,IEEE Xplore
,"Hazem Ibrahim;
Mikolaj Debicki;
Talal Rahwan;
Yasir Zaki",2024,,IEEE Xplore
,"Atef Harb;
Mony Trad;
John Harb;
Abdallah Kassem",2023,,IEEE Xplore
,"Jean-philippe Poli;
Jean Carrive",2006,,IEEE Xplore
,Pasquale Stirparo,2013,,IEEE Xplore
,"Mauricio Rojas Contreras;
Jorge Omar Portilla Jaimes",2024,,IEEE Xplore
,"S.G. Hutchins;
W.G. Kemple;
E.E. Entin;
D.L. Kleinman",1997,,IEEE Xplore
,"A.F. Gomez-Skarmeta;
F. Jimenez;
M. Valdes;
J.A. Botia;
A.M. Padilla",2002,,IEEE Xplore
,"Hebah ElGibreen;
Mehmet Sabih Aksoy",2014,,IEEE Xplore
,"Evgeniya Yu. Privodnova;
Nina V. Volf",2022,,IEEE Xplore
,"Jamal K. Abbas;
Hassan Safi;
Hajar Kadhim;
Azad Salh Nader;
Ali Ali Saber Mohammed",2024,,IEEE Xplore
,"Abirami G;
D. Poornima;
J. Sarojini Premalatha;
Ridhi Mayura Shivani R;
T. Bhanu Shree",2023,,IEEE Xplore
,"T. Manikandan;
Satheesh Kumar S;
A. Muruganandham;
S. Karthikeya;
J L Mazher Iqbal",2024,,IEEE Xplore
,"A Durga Madhuri;
Adapa Aparna Tanuja;
P V Sandhya;
M B Rajeswari;
Subba Rao Polamuri;
M. Rajababu",2024,,IEEE Xplore
,"Rubén Sánchez-Corcuera;
Arkaitz Zubiaga;
Aitor Almeida",2024,,IEEE Xplore
,"Dhrubasish Sarkar;
Medha Gupta;
Premananda Jana;
Dipak K. Kole",No disponible,,IEEE Xplore
,"Shuai Jin;
Zhaohan Sheng",2008,,IEEE Xplore
,"Tokuro Matsuo;
Takanobu Otsuka;
Tetsuya Oishi;
Rieko Fujita;
Takayuki Ito;
Akihisa Sengoku;
Shun Shiramatsu;
Naoki Fukuta;
Katsuhide Fujita;
Hidekazu Iwamoto",2016,,IEEE Xplore
,"Mrinal Dev;
Abhishek Kumar;
Gautam Kumar;
Gambhir Singh",2022,,IEEE Xplore
,"Philip E. Agre;
Stanley J. Rosenschein",1996,,IEEE Xplore
,"Binayak Parashar;
Inderjeet Kaur;
Anupama Sharma;
Pratima Singh;
Deepti Mishra",No disponible,,IEEE Xplore
,"Rajlaxmi Bhosale;
ReenaMahapatra Lenka;
Mahesh Uday Mangaonkar;
Jayashree Patil;
Poonam Nikam;
Prashant Kalshetti",2024,,IEEE Xplore
,"Bing Jiang;
Yan Song;
Li-Rong Dai",2013,,IEEE Xplore
,András Benczúr,2023,,IEEE Xplore
,"Cristina Hurjui;
Adrian Graur",2010,,IEEE Xplore
,"Kalpana Batghare;
Anil Kumar Dixit;
Minakshi Memoria;
Sager Saxena;
Manish Bilgaye",2023,,IEEE Xplore
,"O. Cordon;
F. Herrera",2003,,IEEE Xplore
,J.K. Tan,1998,,IEEE Xplore
,No disponible,2022,,IEEE Xplore
,No disponible,2022,,IEEE Xplore
,"Ankur Agrawal;
Jungwook Choi;
Kailash Gopalakrishnan;
Suyog Gupta;
Ravi Nair;
Jinwook Oh;
Daniel A. Prener;
Sunil Shukla;
Vijayalakshmi Srinivasan;
Zehra Sura",2016,,IEEE Xplore
,"Soo-Chang Pei;
Jian-Jiun Ding",2002,,IEEE Xplore
,"Arijit Mukherjee;
Himadri Sekhar Paul;
Swarnava Dey;
Ansuman Banerjee",2014,,IEEE Xplore
,"Mohammad Rahmani Fadiheh;
Dominik Stoffel;
Clark Barrett;
Subhasish Mitra;
Wolfgang Kunz",2019,,IEEE Xplore
,"Luciano Baresi;
Sam Guinea;
Marco Pistore;
Michele Trainotti",2009,,IEEE Xplore
,"D.J. Palermo;
E. Su;
J.A. Chandy;
P. Banerjee",1994,,IEEE Xplore
,"Ziye Wang;
Renguang Zuo;
Yanni Dong",2020,,IEEE Xplore
,"Bechir Hamdaoui;
Mohamed Alkalbani;
Taieb Znati;
Ammar Rayes",2020,,IEEE Xplore
,"Norbert Eicker;
Thomas Lippert;
Thomas Moschny;
Estela Suarez",2013,,IEEE Xplore
,Yingxu Wang,2007,,IEEE Xplore
,"K. Roppert;
S. Schoder;
F. Toth;
M. Kaltenbacher",2020,,IEEE Xplore
,"Simona Doboli;
Ali A. Minai;
Vincent R. Brown",2007,,IEEE Xplore
,"Elif Bozkaya;
Berk Canberk;
Stefan Schmidt",2023,,IEEE Xplore
